SSN,Country,Site,Cluster,Plot,DepthTop,DepthBottom,Depthcode,Year,SOC,TN,pH,ExBas,ExCa,ExMg,ExK,ExNa,Sand,Clay
wa037644,Eswatini,ludzeludze,9,7,20,50,Subsoil_CM,2020,14.6751,1.2195,4.7725,2.0984,1.0953,0.6998,0.2346,0.095,14.018,72.0749
wa037645,Eswatini,ludzeludze,9,8,0,20,Topsoil_CM,2020,21.5652,1.7928,5.037,3.3978,1.7694,1.2122,0.2835,0.1036,11.7548,73.4501
wa037646,Eswatini,ludzeludze,9,8,20,50,Subsoil_CM,2020,19.1947,1.624,4.9968,3.1614,1.8357,1.0973,0.269,0.0947,12.8556,73.7838
wa037647,Eswatini,ludzeludze,9,10,0,20,Topsoil_CM,2020,20.1166,1.661,4.9199,2.7963,1.4427,1.0261,0.2825,0.1088,16.4189,68.6116
wa037648,Eswatini,ludzeludze,9,13,20,35,Subsoil_CM,2020,12.0269,1.0302,5.0196,2.285,1.1502,0.8626,0.2546,0.1006,17.1599,68.2402
wa037649,Eswatini,ludzeludze,9,14,20,50,Subsoil_CM,2020,16.9835,1.4331,5.1243,3.3907,1.8579,1.1379,0.284,0.0996,9.5265,76.879
wa037650,Eswatini,ludzeludze,10,1,0,20,Topsoil_CM,2020,19.5697,1.6774,5.0826,4.0804,2.4296,1.196,0.2985,0.0918,15.3952,66.8383
wa037651,Eswatini,ludzeludze,10,2,0,20,Topsoil_CM,2020,22.4454,1.8569,4.9129,2.6824,1.4124,0.9306,0.2304,0.1123,10.7218,74.7078
wa037652,Eswatini,ludzeludze,10,2,20,50,Subsoil_CM,2020,18.2558,1.4752,4.9436,2.3808,1.2465,0.836,0.1914,0.096,11.5211,74.266
wa037653,Eswatini,ludzeludze,10,3,20,50,Subsoil_CM,2020,20.0656,1.5062,4.8985,2.8263,1.4191,0.9211,0.2528,0.107,11.4338,74.2438
wa037654,Eswatini,ludzeludze,10,4,0,20,Topsoil_CM,2020,15.7121,1.3795,4.9318,2.8219,1.5233,0.9131,0.2442,0.0971,10.5424,75.7386
wa037655,Eswatini,ludzeludze,10,4,20,50,Subsoil_CM,2020,17.1896,1.4498,4.88,2.4793,1.3425,0.854,0.2452,0.1054,9.3178,77.0286
wa037656,Eswatini,ludzeludze,10,5,20,45,Subsoil_CM,2020,11.6584,0.9459,5.469,5.5316,3.6292,1.5902,0.3166,0.135,30.0024,45.1136
wa037657,Eswatini,ludzeludze,10,6,0,20,Topsoil_CM,2020,32.5512,2.559,5.2523,7.181,4.6067,1.801,0.5291,0.0987,17.9996,59.0606
wa037658,Eswatini,ludzeludze,10,6,20,30,Subsoil_CM,2020,22.7741,1.8283,5.0665,4.9133,3.139,1.3227,0.4135,0.0904,18.6788,62.9998
wa037659,Eswatini,ludzeludze,10,7,0,20,Topsoil_CM,2020,24.2119,1.8707,5.2269,5.279,3.4223,1.2407,0.438,0.2732,20.207,64.0769
wa037660,Eswatini,ludzeludze,10,9,0,20,Topsoil_CM,2020,26.6425,2.2096,5.1642,3.9359,2.1606,1.2145,0.3235,0.2384,15.1887,65.804
wa037661,Eswatini,ludzeludze,10,12,0,20,Topsoil_CM,2020,21.595,1.7691,4.9201,2.6497,1.413,0.9452,0.2453,0.1026,9.9102,74.7264
wa037662,Eswatini,ludzeludze,10,12,20,50,Subsoil_CM,2020,18.035,1.4463,4.9596,2.5773,1.4271,0.8875,0.2206,0.1141,10.068,77.3059
wa037663,Eswatini,ludzeludze,10,13,0,20,Topsoil_CM,2020,21.0506,1.6369,4.8566,2.572,1.3238,0.8763,0.2442,0.1059,14.1857,69.6843
wa037664,Eswatini,ludzeludze,10,13,20,50,Subsoil_CM,2020,18.3326,1.2782,4.9395,2.5635,1.3849,0.85,0.2198,0.1116,12.746,73.7471
wa037665,Eswatini,ludzeludze,11,1,0,20,Topsoil_CM,2020,15.4011,1.3879,5.159,3.2648,1.8323,1.0408,0.2392,0.0909,17.1571,65.8113
wa037666,Eswatini,ludzeludze,11,1,20,50,Subsoil_CM,2020,13.0693,1.1623,5.1293,2.7436,1.4091,0.9366,0.2234,0.0988,12.9484,73.76
wa037667,Eswatini,ludzeludze,11,2,0,20,Topsoil_CM,2020,23.5636,1.9616,5.0756,3.0778,1.7835,1.0087,0.2692,0.197,19.4512,64.2151
wa037668,Eswatini,ludzeludze,11,2,20,50,Subsoil_CM,2020,17.9674,1.3167,5.0869,2.505,1.4634,0.8447,0.2092,0.1414,13.2734,71.3486
wa037669,Eswatini,ludzeludze,11,4,0,20,Topsoil_CM,2020,8.7642,0.8121,5.1977,2.8855,1.6357,0.9711,0.2747,0.1952,12.0176,75.4721
wa037670,Eswatini,ludzeludze,11,4,20,50,Subsoil_CM,2020,5.3858,0.5122,5.3029,3.0964,1.6683,1.0795,0.2973,0.1953,15.167,72.2643
wa037671,Eswatini,ludzeludze,11,5,0,20,Topsoil_CM,2020,17.9288,1.5033,4.9405,2.4798,1.2695,0.8725,0.2401,0.0931,17.3332,67.6797
wa037672,Eswatini,ludzeludze,11,5,20,50,Subsoil_CM,2020,13.877,1.1284,4.9749,2.0398,1.0622,0.702,0.2191,0.0985,13.614,74.1637
wa037673,Eswatini,ludzeludze,11,6,20,50,Subsoil_CM,2020,21.9624,1.8768,5.2067,2.9156,1.7052,0.9351,0.2858,0.1527,14.4901,68.2944
wa037674,Eswatini,ludzeludze,11,8,0,20,Topsoil_CM,2020,21.2964,1.7522,5.1541,3.2018,1.7947,1.1046,0.2755,0.1443,13.0116,70.8998
wa037675,Eswatini,ludzeludze,11,8,20,50,Subsoil_CM,2020,20.4521,1.602,5.1423,2.7817,1.5404,0.9299,0.2507,0.1428,12.6309,72.1831
wa037676,Eswatini,ludzeludze,11,10,0,20,Topsoil_CM,2020,16.7368,1.3819,5.631,3.8667,2.3961,1.1502,0.3017,0.0962,26.4898,59.125
wa037677,Eswatini,ludzeludze,11,10,20,50,Subsoil_CM,2020,16.1403,1.3001,5.238,3.0642,1.7824,1.0075,0.2487,0.0934,15.0551,70.1179
wa037678,Eswatini,ludzeludze,11,11,0,20,Topsoil_CM,2020,18.2211,1.3354,5.0394,2.4567,1.4337,0.8485,0.2225,0.1554,15.3839,68.2208
wa037679,Eswatini,ludzeludze,11,11,20,50,Subsoil_CM,2020,17.9264,1.3138,5.0454,2.6812,1.4876,0.9206,0.2253,0.1477,12.9582,72.1036
wa037680,Eswatini,ludzeludze,11,12,0,20,Topsoil_CM,2020,15.7249,1.3878,5.1631,2.919,1.568,1.0156,0.25,0.1047,18.5693,66.5198
wa037681,Eswatini,ludzeludze,11,12,20,50,Subsoil_CM,2020,18.3596,1.5087,5.1572,3.5045,1.9996,1.0794,0.2644,0.1025,13.0475,71.8952
wa037682,Eswatini,ludzeludze,11,14,0,20,Topsoil_CM,2020,18.0291,1.5412,5.5277,5.1268,3.2193,1.3473,0.3451,0.1237,44.877,32.7421
wa037683,Eswatini,ludzeludze,12,2,0,20,Topsoil_CM,2020,11.089,0.8271,5.5832,3.2451,2.038,0.9448,0.2791,0.0928,35.2885,52.8386
wa037684,Eswatini,ludzeludze,12,2,20,50,Subsoil_CM,2020,13.3142,1.1527,5.5442,4.7184,3.1751,1.2207,0.332,0.1115,42.6502,35.107
wa037685,Eswatini,ludzeludze,12,3,0,20,Topsoil_CM,2020,25.9363,2.1722,5.265,5.2402,3.2679,1.6094,0.478,0.1291,9.1999,74.4841
wa037686,Eswatini,ludzeludze,12,4,20,50,Subsoil_CM,2020,8.4628,0.7656,5.5835,4.3303,2.5764,1.3933,0.2747,0.0971,30.9877,51.6857
wa037687,Eswatini,ludzeludze,12,5,0,20,Topsoil_CM,2020,27.1108,2.2129,5.2615,4.281,2.6411,1.3202,0.4215,0.1379,12.1918,70.0906
wa037688,Eswatini,ludzeludze,12,5,20,50,Subsoil_CM,2020,19.9982,1.4989,5.1698,3.0269,1.733,0.9475,0.272,0.1181,13.0448,70.8264
wa037689,Eswatini,ludzeludze,12,11,0,20,Topsoil_CM,2020,27.2251,2.1754,5.1899,4.5403,2.6411,1.416,0.3908,0.1287,10.6805,72.2064
wa037690,Eswatini,ludzeludze,12,12,0,20,Topsoil_CM,2020,8.2678,0.6546,5.6314,4.993,3.422,1.2188,0.3333,0.1161,41.3852,40.1575
wa037691,Eswatini,ludzeludze,12,12,20,40,Subsoil_CM,2020,8.7264,0.7183,5.6081,5.1972,3.4909,1.3399,0.3364,0.1125,38.4794,45.1292
wa037692,Eswatini,ludzeludze,12,13,0,20,Topsoil_CM,2020,24.1805,1.9391,5.1894,4.7618,2.9537,1.3732,0.4113,0.1153,12.0995,72.1583
wa037693,Eswatini,ludzeludze,12,14,0,20,Topsoil_CM,2020,33.11,2.566,5.3634,7.8904,5.1917,2.1592,0.5781,0.1348,10.2764,70.0736
wa037694,Eswatini,ludzeludze,12,15,20,35,Subsoil_CM,2020,20.7218,1.6477,5.2043,3.3773,1.8878,1.1223,0.2832,0.1183,17.9135,64.6878
wa037695,Eswatini,ludzeludze,13,1,0,20,Topsoil_CM,2020,19.6185,1.546,5.1511,2.9597,1.6535,0.9967,0.2389,0.1368,16.2274,67.4449
wa037696,Eswatini,ludzeludze,13,1,20,50,Subsoil_CM,2020,20.0763,1.6312,5.1703,2.936,1.567,1.0397,0.2309,0.1464,12.9253,71.9159
wa037697,Eswatini,ludzeludze,13,3,0,20,Topsoil_CM,2020,20.0242,1.5595,5.069,3.0325,1.7322,0.9386,0.245,0.0946,20.064,64.5407
wa037698,Eswatini,ludzeludze,13,5,0,20,Topsoil_CM,2020,23.695,2.0196,5.1171,4.0105,2.3176,1.259,0.3475,0.1067,10.9169,74.3479
wa037699,Eswatini,ludzeludze,13,6,0,20,Topsoil_CM,2020,16.9224,1.4398,4.814,2.4864,1.3371,0.8282,0.2318,0.1024,17.6647,66.7381
wa037700,Eswatini,ludzeludze,13,6,20,50,Subsoil_CM,2020,15.6548,1.3394,4.902,2.327,1.1972,0.7597,0.1923,0.0993,14.9391,71.9
wa037701,Eswatini,ludzeludze,13,8,0,20,Topsoil_CM,2020,22.7727,1.8738,5.0367,3.6156,2.0196,1.1246,0.3008,0.1021,12.9956,71.5209
wa037702,Eswatini,ludzeludze,13,8,20,40,Subsoil_CM,2020,22.0001,1.7747,4.9912,3.0746,1.7208,0.9903,0.2711,0.0938,12.4409,72.5238
wa037703,Eswatini,ludzeludze,13,9,0,20,Topsoil_CM,2020,26.3938,2.3726,4.8915,2.7542,1.5866,0.8481,0.2517,0.173,14.9329,68.4668
wa037704,Eswatini,ludzeludze,13,12,0,20,Topsoil_CM,2020,17.6364,1.6044,5.1594,3.8362,2.2305,1.2094,0.3056,0.1726,17.7833,65.5064
wa037705,Eswatini,ludzeludze,13,13,0,20,Topsoil_CM,2020,22.1478,1.8156,4.8848,2.7647,1.3981,0.9317,0.2804,0.1099,12.3538,72.4543
wa037706,Eswatini,ludzeludze,13,13,20,50,Subsoil_CM,2020,19.4851,1.5786,4.8107,2.4572,1.2835,0.8289,0.25,0.105,13.6954,71.7909
wa037707,Eswatini,ludzeludze,13,14,20,45,Subsoil_CM,2020,22.597,1.9192,4.8431,2.6708,1.4834,0.8468,0.2369,0.1329,12.2257,72.6718
wa037708,Eswatini,ludzeludze,14,2,0,20,Topsoil_CM,2020,18.6164,1.5872,4.6302,2.0517,0.9943,0.6879,0.2266,0.1112,20.3169,62.1522
wa037709,Eswatini,ludzeludze,14,3,0,20,Topsoil_CM,2020,14.0235,1.221,5.4945,4.099,2.7455,1.2219,0.2994,0.1149,24.1121,58.242
wa037710,Eswatini,ludzeludze,14,3,20,50,Subsoil_CM,2020,12.7436,1.0821,5.3587,3.6991,2.4954,1.0027,0.2551,0.1136,27.5391,55.8312
wa037711,Eswatini,ludzeludze,14,5,0,20,Topsoil_CM,2020,25.3501,2.3169,4.9147,3.2467,1.7565,1.1897,0.2882,0.1154,18.1587,62.4846
wa037712,Eswatini,ludzeludze,14,5,20,50,Subsoil_CM,2020,19.258,1.6793,5.1618,3.0961,1.6154,1.1206,0.2299,0.0965,14.4742,69.7886
wa037713,Eswatini,ludzeludze,14,7,0,20,Topsoil_CM,2020,13.0015,1.1668,5.2194,3.5408,2.1744,1.0853,0.372,0.1765,22.1337,59.4019
wa037714,Eswatini,ludzeludze,14,8,0,20,Topsoil_CM,2020,16.7844,1.422,4.9503,2.7761,1.4572,0.92,0.2261,0.1004,23.0572,60.1847
wa037715,Eswatini,ludzeludze,14,8,20,50,Subsoil_CM,2020,16.0819,1.2944,4.9506,2.5702,1.4387,0.8619,0.2226,0.1024,22.4515,61.2323
wa037716,Eswatini,ludzeludze,14,11,0,20,Topsoil_CM,2020,24.7702,2.085,4.6767,2.3149,1.2259,0.7288,0.238,0.0992,13.743,67.676
wa037717,Eswatini,ludzeludze,14,12,0,20,Topsoil_CM,2020,18.1411,1.4715,4.8324,2.6035,1.3332,0.8274,0.2434,0.1104,17.0984,68.8603
wa037718,Eswatini,ludzeludze,14,12,20,50,Subsoil_CM,2020,18.0199,1.4634,4.7911,2.4105,1.2133,0.7827,0.2444,0.1078,18.5708,66.8894
wa037719,Eswatini,ludzeludze,14,13,0,20,Topsoil_CM,2020,14.1282,1.1524,4.8985,1.9184,0.9525,0.6518,0.2134,0.1109,21.1637,64.8828
wa037720,Eswatini,ludzeludze,14,13,20,50,Subsoil_CM,2020,14.2721,1.1732,4.832,1.9302,0.9362,0.65,0.2134,0.1107,19.8568,66.4244
wa037721,Eswatini,ludzeludze,14,15,0,20,Topsoil_CM,2020,23.0163,1.864,4.6119,2.5254,1.3133,0.7739,0.2366,0.1539,22.3469,59.1295
wa037722,Eswatini,ludzeludze,15,1,0,20,Topsoil_CM,2020,10.7209,0.9563,5.0816,2.0377,1.0688,0.7764,0.1789,0.0965,11.2881,75.7101
wa037723,Eswatini,ludzeludze,15,1,20,35,Subsoil_CM,2020,16.9014,1.4726,5.0729,2.6402,1.3773,1.033,0.2051,0.0969,17.1465,66.8507
wa037724,Eswatini,ludzeludze,15,7,0,20,Topsoil_CM,2020,21.5773,1.6548,4.8427,2.6401,1.4327,0.8043,0.2545,0.1004,18.9364,61.3842
wa037725,Eswatini,ludzeludze,15,8,0,20,Topsoil_CM,2020,8.2116,0.7812,5.6408,7.4723,4.4317,2.3989,0.4025,0.1577,21.471,56.6476
wa037726,Eswatini,ludzeludze,15,9,0,20,Topsoil_CM,2020,18.7031,1.5405,5.0523,2.7746,1.4234,1.0183,0.2278,0.094,17.8352,64.3485
wa037727,Eswatini,ludzeludze,15,10,0,20,Topsoil_CM,2020,19.6874,1.805,5.2617,5.7474,3.4009,1.6661,0.4827,0.2062,24.785,50.109
wa037728,Eswatini,ludzeludze,15,11,0,20,Topsoil_CM,2020,17.3762,1.4564,5.1817,3.0502,1.6543,0.9887,0.2377,0.0863,23.68,58.7019
wa037729,Eswatini,ludzeludze,15,11,20,36,Subsoil_CM,2020,15.0229,1.307,5.1859,2.8675,1.493,1.0419,0.2013,0.0859,15.9926,68.0503
wa037730,Eswatini,ludzeludze,15,11,20,40,Subsoil_CM,2020,13.6171,1.1687,5.1137,2.7036,1.3777,0.9871,0.2168,0.0904,18.3678,65.1375
wa037731,Eswatini,ludzeludze,15,12,0,20,Topsoil_CM,2020,13.8955,1.1778,5.7118,5.2933,3.5627,1.4054,0.3185,0.1021,28.3023,53.1921
wa037732,Eswatini,ludzeludze,15,14,0,20,Topsoil_CM,2020,18.7404,1.5566,5.2324,3.4768,1.9461,1.1309,0.2521,0.0896,24.1671,59.3105
wa037733,Eswatini,ludzeludze,15,14,20,38,Subsoil_CM,2020,16.3688,1.3536,5.1662,2.7133,1.457,0.958,0.2065,0.09,19.7086,64.2302
wa037734,Eswatini,ludzeludze,15,16,0,20,Topsoil_CM,2020,18.4707,1.5534,5.1096,3.132,1.6619,1.1502,0.2287,0.0909,19.6386,62.1749
wa037735,Eswatini,ludzeludze,16,3,0,20,Topsoil_CM,2020,27.2288,2.3066,5.2594,5.9228,3.5284,1.7311,0.4889,0.1315,8.6341,76.3996
wa037736,Eswatini,ludzeludze,16,6,0,20,Topsoil_CM,2020,28.2821,2.2427,5.1205,4.6321,2.7186,1.4199,0.41,0.1223,11.0401,70.6761
wa037737,Eswatini,ludzeludze,16,7,0,20,Topsoil_CM,2020,7.2579,0.5646,5.5746,3.3311,2.0475,0.949,0.286,0.0847,50.5769,29.8411
wa037738,Eswatini,ludzeludze,16,7,20,50,Subsoil_CM,2020,8.6454,0.67,5.5905,3.6095,2.1778,1.0089,0.3076,0.0866,46.2515,33.0692
wa037739,Eswatini,ludzeludze,16,8,0,20,Topsoil_CM,2020,22.5194,1.9032,5.2009,4.2454,2.3804,1.4376,0.3798,0.1258,9.4614,75.9957
wa037740,Eswatini,ludzeludze,16,10,0,20,Topsoil_CM,2020,2.4574,0.2521,6.2206,1.7139,1.042,0.5073,0.1304,0.1565,82.0222,9.4456
wa037741,Eswatini,ludzeludze,16,10,0,20,Topsoil_CM,2020,2.3964,0.2599,6.3104,1.9027,1.1882,0.5667,0.145,0.0864,80.3723,10.6776
wa037742,Eswatini,ludzeludze,16,10,20,50,Subsoil_CM,2020,41.1889,3.2229,5.1871,8.008,5.1595,2.2045,0.7555,0.15,12.8786,66.6107
wa037743,Eswatini,ludzeludze,16,11,0,20,Topsoil_CM,2020,2.6896,0.2612,6.2677,1.9994,1.2188,0.5778,0.171,0.0998,78.1846,12.2422
wa037744,Eswatini,ludzeludze,16,13,0,20,Topsoil_CM,2020,3.9182,0.3358,6.2197,2.21,1.3143,0.6176,0.1774,0.0824,74.9658,13.7446
wa037745,Eswatini,ludzeludze,16,13,20,50,Subsoil_CM,2020,2.8023,0.2551,6.294,1.816,1.1373,0.5355,0.1375,0.1809,81.2243,9.9877
wa037746,Eswatini,ludzeludze,16,14,20,50,Subsoil_CM,2020,2.718,0.2444,6.1916,1.7027,1.0445,0.5154,0.1181,0.2202,83.4818,8.609
wa037747,Eswatini,ludzeludze,16,14,50,80,Subsoil_CM,2020,16.7627,1.4069,5.2709,3.7128,2.1093,1.1277,0.2721,0.0843,21.9305,58.1814
wa037748,Eswatini,sithobela,1,3,0,20,Topsoil,2019,9.1984,0.9794,6.3234,9.2654,5.5037,2.6754,0.8806,0.2264,47.6558,33.4774
wa037749,Eswatini,sithobela,1,4,0,20,Topsoil,2019,9.0453,0.9203,6.7551,18.4089,11.8687,4.9808,0.8616,0.3165,20.5211,64.7173
wa037750,Eswatini,sithobela,1,6,0,20,Topsoil,2019,13.173,1.318,6.8592,18.7793,11.7743,5.4968,0.4651,0.2866,31.338,45.71
wa037751,Eswatini,sithobela,1,8,0,20,Topsoil,2019,17.7014,1.8723,6.5791,19.4821,12.5082,6.0884,0.7918,0.2514,25.9571,52.3148
wa037752,Eswatini,sithobela,1,9,0,20,Topsoil,2019,9.7038,0.9406,6.6309,11.6597,7.3717,3.0547,0.5767,0.2176,36.3083,44.3832
wa037753,Eswatini,sithobela,1,10,0,20,Topsoil,2019,10.7457,1.0348,6.8222,16.308,10.305,4.9365,0.6996,0.2632,25.2703,60.5524
wa037754,Eswatini,sithobela,1,11,0,20,Topsoil,2019,17.4063,1.8714,6.363,18.6461,11.8848,5.8089,0.5483,0.2275,31.1772,42.6075
wa037755,Eswatini,sithobela,1,12,0,20,Topsoil,2019,14.4431,1.3931,6.6865,20.155,12.5046,6.0722,0.7969,0.2823,13.3642,68.7924
wa037756,Eswatini,sithobela,1,13,0,20,Topsoil,2019,22.5061,2.3578,6.284,21.1994,13.5854,6.3338,0.8021,0.3695,27.4258,43.5686
wa037757,Eswatini,sithobela,1,15,0,20,Topsoil,2019,13.3789,1.3176,6.5858,15.6989,10.0677,4.3215,0.717,0.2012,20.1533,61.4666
wa037758,Eswatini,sithobela,3,1,0,20,Topsoil,2019,8.0623,0.6561,5.8694,6.3775,4.0874,1.623,0.4646,0.1267,61.3515,23.0777
wa037759,Eswatini,sithobela,3,2,0,20,Topsoil,2019,16.5284,1.633,6.997,27.2431,17.6707,7.7877,0.9135,0.4658,20.5114,58.2852
wa037760,Eswatini,sithobela,3,3,0,20,Topsoil,2019,9.9923,0.9571,6.5352,11.3093,7.2376,3.217,0.5102,0.286,43.7731,36.4704
wa037761,Eswatini,sithobela,3,4,0,20,Topsoil,2019,8.8661,0.7973,6.1203,8.2889,5.2297,2.4007,0.3838,0.2062,46.8731,32.0881
wa037762,Eswatini,sithobela,3,6,0,20,Topsoil,2019,11.9066,1.0907,6.444,11.868,7.6131,3.3589,0.656,0.2458,41.0834,40.9824
wa037763,Eswatini,sithobela,3,8,0,20,Topsoil,2019,11.1294,1.0257,5.9941,9.192,5.7183,2.8679,0.4592,0.2445,38.5479,39.8463
wa037764,Eswatini,sithobela,3,8,20,50,Subsoil,2019,9.7705,0.9132,5.9316,8.9723,5.5139,2.8442,0.4257,0.2535,39.8952,40.0671
wa037765,Eswatini,sithobela,3,9,0,20,Topsoil,2019,15.0672,1.4667,6.2646,11.0627,7.2337,2.875,0.5514,0.192,41.6408,35.6005
wa037766,Eswatini,sithobela,3,15,0,20,Topsoil,2019,14.3656,1.3989,6.3037,9.9157,6.5118,2.3219,0.6118,0.1791,43.4086,33.4903
wa037767,Eswatini,sithobela,4,3,0,20,Topsoil,2019,16.4981,1.69,6.4873,10.3648,6.9068,2.5966,0.7126,0.1585,45.3199,31.0751
wa037768,Eswatini,sithobela,4,4,0,20,Topsoil,2019,16.7291,1.5079,6.4484,13.1888,8.8647,3.2603,0.7639,0.2286,39.6259,37.6066
wa037769,Eswatini,sithobela,4,6,0,20,Topsoil,2019,9.5397,0.997,7.2947,26.867,17.0757,7.863,0.6088,0.833,18.3456,62.3148
wa037770,Eswatini,sithobela,4,8,0,20,Topsoil,2019,12.6391,1.1452,6.1442,11.7115,7.2653,4.0763,0.6317,0.2174,22.6612,60.7216
wa037771,Eswatini,sithobela,4,9,0,20,Topsoil,2019,14.2112,1.3112,6.2689,8.6093,5.8904,2.0877,0.5003,0.1652,52.1068,28.3831
wa037772,Eswatini,sithobela,4,14,0,20,Topsoil,2019,10.6928,1.1484,7.0807,21.7276,12.991,7.0292,0.7558,0.804,22.8399,60.813
wa037773,Eswatini,sithobela,4,15,0,20,Topsoil,2019,14.4736,1.4452,6.52,24.5614,14.7301,8.1573,0.9459,0.5392,10.8789,68.9355
wa037774,Eswatini,sithobela,4,13,0,20,Topsoil,2019,14.1209,1.3892,6.1138,14.2028,9.0555,4.4295,0.5867,0.2734,29.0817,45.3648
wa037775,Eswatini,sithobela,5,2,0,20,Topsoil,2019,12.2616,1.3347,6.3403,10.4642,6.9037,2.6895,0.519,0.3574,50.4914,29.4173
wa037776,Eswatini,sithobela,5,5,0,20,Topsoil,2019,8.778,0.8077,6.1257,7.3881,4.4938,2.0596,0.3757,0.2161,59.5138,26.3119
wa037777,Eswatini,sithobela,5,7,0,20,Topsoil,2019,23.8682,2.1968,6.1775,16.1025,11.0646,4.4391,0.6477,0.2932,36.9452,35.8343
wa037778,Eswatini,sithobela,5,8,0,20,Topsoil,2019,14.6942,1.3844,6.3004,10.9832,7.0758,2.9934,0.5026,0.2226,45.7021,29.8869
wa037779,Eswatini,sithobela,5,9,0,20,Topsoil,2019,12.4572,1.3244,6.2247,11.3622,7.3483,2.9143,0.4834,0.216,42.9416,32.6783
wa037780,Eswatini,sithobela,5,12,0,20,Topsoil,2019,23.966,2.2105,6.2024,16.9146,11.4032,4.8902,0.5493,0.2619,33.6194,36.9095
wa037781,Eswatini,sithobela,5,15,0,20,Topsoil,2019,10.1773,1.005,6.2955,10.8844,6.7941,2.9317,0.5245,0.3296,44.0516,33.7349
wa037782,Eswatini,sithobela,6,3,0,20,Topsoil,2019,13.5395,1.1627,6.5916,13.9316,9.4029,3.5688,0.7734,0.3394,20.1551,61.4525
wa037783,Eswatini,sithobela,6,4,0,20,Topsoil,2019,5.6825,0.4351,7.4184,8.8009,6.6078,1.5643,0.3884,0.1756,68.0048,19.9705
wa037784,Eswatini,sithobela,6,4,20,50,Subsoil,2019,6.6047,0.5922,6.9485,10.8613,7.5412,2.3201,0.4202,0.2994,53.6106,27.4334
wa037785,Eswatini,sithobela,6,5,0,20,Topsoil,2019,17.9937,1.516,6.5604,22.3523,13.7405,7.0326,0.7147,0.3097,12.6158,65.6996
wa037786,Eswatini,sithobela,6,6,0,20,Topsoil,2019,10.8717,0.9786,6.1349,9.7266,5.9355,2.557,0.5623,0.1736,31.866,51.2355
wa037787,Eswatini,sithobela,6,7,0,20,Topsoil,2019,15.2081,1.3417,6.7442,17.7163,11.9868,4.5985,0.7754,0.2768,17.4401,63.8325
wa037788,Eswatini,sithobela,6,7,20,50,Subsoil,2019,14.1094,1.2144,6.303,15.1922,9.8509,4.517,0.7791,0.2439,13.8311,66.2073
wa037789,Eswatini,sithobela,6,8,0,20,Topsoil,2019,16.7984,1.5127,6.5296,19.4456,12.3116,5.989,1.0491,0.2922,11.5934,68.3563
wa037790,Eswatini,sithobela,6,8,20,50,Subsoil,2019,12.6809,1.2716,6.6825,19.3691,12.442,5.6587,1.0672,0.3442,16.2223,66.4034
wa037791,Eswatini,sithobela,6,12,0,20,Topsoil,2019,12.5327,1.3568,6.8658,18.8375,11.6996,6.3321,0.61,0.3531,32.4729,50.6308
wa037792,Eswatini,sithobela,6,13,0,20,Topsoil,2019,13.0189,1.1035,5.9904,9.5159,6.2236,2.8856,0.5816,0.2342,23.909,58.8488
wa037793,Eswatini,sithobela,6,13,20,50,Subsoil,2019,11.3296,0.9573,6.0056,9.4302,5.9348,2.8937,0.599,0.2186,22.6644,62.3433
wa037794,Eswatini,sithobela,6,14,0,20,Topsoil,2019,19.9863,1.7213,6.4728,23.2359,14.7925,7.5385,1.0566,0.3664,12.2693,67.1975
wa037795,Eswatini,sithobela,6,15,0,20,Topsoil,2019,11.5717,0.9772,6.3183,10.0387,6.726,2.7802,0.6663,0.2055,30.2006,55.7516
wa037796,Eswatini,sithobela,7,1,0,20,Topsoil,2019,19.039,1.816,6.5922,27.6341,17.8025,8.789,0.835,0.3193,11.9195,68.1681
wa037797,Eswatini,sithobela,7,3,0,20,Topsoil,2019,15.4364,1.5194,6.5436,21.3896,13.4881,7.0837,0.6809,0.3246,18.1724,58.442
wa037798,Eswatini,sithobela,7,4,0,20,Topsoil,2019,26.1408,2.5531,6.7527,27.5994,18.6458,6.5822,0.8835,0.3336,31.4883,41.0114
wa037799,Eswatini,sithobela,7,5,0,20,Topsoil,2019,11.0904,1.0332,6.9827,17.2833,11.6287,3.8263,0.5526,0.4205,47.4307,34.0643
wa037800,Eswatini,sithobela,7,6,0,20,Topsoil,2019,19.5856,1.8023,6.7257,23.721,16.3937,4.8719,0.7889,0.3979,36.9161,38.978
wa037801,Eswatini,sithobela,7,9,0,20,Topsoil,2019,8.5057,0.807,6.3503,9.8944,6.603,2.6439,0.4343,0.2589,46.1738,31.2658
wa037802,Eswatini,sithobela,7,10,0,20,Topsoil,2019,8.1852,0.648,7.7253,15.6605,12.1285,2.6896,0.5672,0.7269,60.9833,22.0408
wa037803,Eswatini,sithobela,7,13,0,20,Topsoil,2019,7.4937,0.724,8.2035,36.5594,30.2583,4.9679,0.5712,0.9785,39.1605,41.0105
wa037804,Eswatini,sithobela,7,14,0,20,Topsoil,2019,12.8376,1.2583,6.2608,15.819,9.8457,4.5771,0.7135,0.2288,15.7616,65.6805
wa037805,Eswatini,sithobela,8,1,0,20,Topsoil,2019,12.7821,1.1356,6.2621,11.0403,6.4355,3.7274,0.6221,0.4822,49.9664,29.8542
wa037806,Eswatini,sithobela,8,3,0,20,Topsoil,2019,11.2027,1.2281,7.1333,27.536,17.7598,9.2972,0.9286,1.3655,25.5291,57.7141
